date,department,total_beds,occupied_beds,occupancy_rate_pct
2023-09-11,Pediatrics,25,22,88.0
2023-09-11,ICU,20,19,95.0
2023-09-12,Emergency,30,17,56.7
2023-09-12,Cardiology,40,33,82.5
2023-09-12,Orthopedics,35,24,68.6
2023-09-12,Neurology,30,27,90.0
2023-09-12,Oncology,45,40,88.9
2023-09-12,General Surgery,50,25,50.0
2023-09-12,Pediatrics,25,23,92.0
2023-09-12,ICU,20,19,95.0
2023-09-13,Emergency,30,19,63.3
2023-09-13,Cardiology,40,26,65.0
2023-09-13,Orthopedics,35,32,91.4
2023-09-13,Neurology,30,24,80.0
2023-09-13,Oncology,45,27,60.0
2023-09-13,General Surgery,50,41,82.0
2023-09-13,Pediatrics,25,23,92.0
2023-09-13,ICU,20,10,50.0
2023-09-14,Emergency,30,16,53.3
2023-09-14,Cardiology,40,25,62.5
2023-09-14,Orthopedics,35,32,91.4
2023-09-14,Neurology,30,29,96.7
2023-09-14,Oncology,45,42,93.3
2023-09-14,General Surgery,50,44,88.0
2023-09-14,Pediatrics,25,16,64.0
2023-09-14,ICU,20,18,90.0
2023-09-15,Emergency,30,29,96.7
2023-09-15,Cardiology,40,31,77.5
2023-09-15,Orthopedics,35,21,60.0
2023-09-15,Neurology,30,20,66.7
2023-09-15,Oncology,45,40,88.9
2023-09-15,General Surgery,50,39,78.0
2023-09-15,Pediatrics,25,20,80.0
2023-09-15,ICU,20,18,90.0
2023-09-16,Emergency,30,16,53.3
2023-09-16,Cardiology,40,31,77.5
2023-09-16,Orthopedics,35,25,71.4
2023-09-16,Neurology,30,20,66.7
2023-09-16,Oncology,45,28,62.2
2023-09-16,General Surgery,50,32,64.0
2023-09-16,Pediatrics,25,17,68.0
2023-09-16,ICU,20,12,60.0
2023-09-17,Emergency,30,26,86.7
2023-09-17,Cardiology,40,21,52.5
2023-09-17,Orthopedics,35,21,60.0
2023-09-17,Neurology,30,29,96.7
2023-09-17,Oncology,45,44,97.8
2023-09-17,General Surgery,50,35,70.0
2023-09-17,Pediatrics,25,15,60.0
2023-09-17,ICU,20,10,50.0
2023-09-18,Emergency,30,27,90.0
2023-09-18,Cardiology,40,31,77.5
2023-09-18,Orthopedics,35,25,71.4
2023-09-18,Neurology,30,24,80.0
2023-09-18,Oncology,45,30,66.7
2023-09-18,General Surgery,50,44,88.0
2023-09-18,Pediatrics,25,14,56.0
2023-09-18,ICU,20,17,85.0
2023-09-19,Emergency,30,26,86.7
2023-09-19,Cardiology,40,26,65.0
2023-09-19,Orthopedics,35,32,91.4
2023-09-19,Neurology,30,17,56.7
2023-09-19,Oncology,45,25,55.6
2023-09-19,General Surgery,50,48,96.0
2023-09-19,Pediatrics,25,25,100.0
2023-09-19,ICU,20,13,65.0
2023-09-20,Emergency,30,27,90.0
2023-09-20,Cardiology,40,29,72.5
2023-09-20,Orthopedics,35,24,68.6
2023-09-20,Neurology,30,19,63.3
2023-09-20,Oncology,45,23,51.1
2023-09-20,General Surgery,50,48,96.0
2023-09-20,Pediatrics,25,18,72.0
2023-09-20,ICU,20,18,90.0
2023-09-21,Emergency,30,30,100.0
2023-09-21,Cardiology,40,29,72.5
2023-09-21,Orthopedics,35,19,54.3
2023-09-21,Neurology,30,23,76.7
2023-09-21,Oncology,45,24,53.3
2023-09-21,General Surgery,50,48,96.0
2023-09-21,Pediatrics,25,13,52.0
2023-09-21,ICU,20,17,85.0
2023-09-22,Emergency,30,21,70.0
2023-09-22,Cardiology,40,39,97.5
2023-09-22,Orthopedics,35,30,85.7
2023-09-22,Neurology,30,15,50.0
2023-09-22,Oncology,45,29,64.4
2023-09-22,General Surgery,50,34,68.0
2023-09-22,Pediatrics,25,15,60.0
2023-09-22,ICU,20,20,100.0
2023-09-23,Emergency,30,26,86.7
2023-09-23,Cardiology,40,38,95.0
2023-09-23,Orthopedics,35,32,91.4
2023-09-23,Neurology,30,27,90.0
2023-09-23,Oncology,45,32,71.1
2023-09-23,General Surgery,50,45,90.0
2023-09-23,Pediatrics,25,13,52.0
2023-09-23,ICU,20,11,55.0
2023-09-24,Emergency,30,28,93.3
2023-09-24,Cardiology,40,40,100.0
2023-09-24,Orthopedics,35,24,68.6
2023-09-24,Neurology,30,29,96.7
2023-09-24,Oncology,45,27,60.0
2023-09-24,General Surgery,50,41,82.0
2023-09-24,Pediatrics,25,13,52.0
2023-09-24,ICU,20,14,70.0
2023-09-25,Emergency,30,22,73.3
2023-09-25,Cardiology,40,20,50.0
2023-09-25,Orthopedics,35,33,94.3
2023-09-25,Neurology,30,27,90.0
2023-09-25,Oncology,45,43,95.6
2023-09-25,General Surgery,50,45,90.0
2023-09-25,Pediatrics,25,22,88.0
2023-09-25,ICU,20,11,55.0
2023-09-26,Emergency,30,18,60.0
2023-09-26,Cardiology,40,28,70.0
2023-09-26,Orthopedics,35,26,74.3
2023-09-26,Neurology,30,19,63.3
2023-09-26,Oncology,45,39,86.7
2023-09-26,General Surgery,50,36,72.0
2023-09-26,Pediatrics,25,21,84.0
2023-09-26,ICU,20,14,70.0
2023-09-27,Emergency,30,22,73.3
2023-09-27,Cardiology,40,36,90.0
2023-09-27,Orthopedics,35,17,48.6
2023-09-27,Neurology,30,27,90.0
2023-09-27,Oncology,45,30,66.7
2023-09-27,General Surgery,50,37,74.0
2023-09-27,Pediatrics,25,25,100.0
2023-09-27,ICU,20,16,80.0
2023-09-28,Emergency,30,16,53.3
2023-09-28,Cardiology,40,40,100.0
2023-09-28,Orthopedics,35,33,94.3
2023-09-28,Neurology,30,23,76.7
2023-09-28,Oncology,45,28,62.2
2023-09-28,General Surgery,50,46,92.0
2023-09-28,Pediatrics,25,17,68.0
2023-09-28,ICU,20,17,85.0
2023-09-29,Emergency,30,18,60.0
2023-09-29,Cardiology,40,24,60.0
2023-09-29,Orthopedics,35,33,94.3
2023-09-29,Neurology,30,22,73.3
2023-09-29,Oncology,45,41,91.1
2023-09-29,General Surgery,50,48,96.0
2023-09-29,Pediatrics,25,25,100.0
2023-09-29,ICU,20,14,70.0
2023-09-30,Emergency,30,18,60.0
2023-09-30,Cardiology,40,38,95.0
2023-09-30,Orthopedics,35,18,51.4
2023-09-30,Neurology,30,23,76.7
2023-09-30,Oncology,45,27,60.0
2023-09-30,General Surgery,50,35,70.0
2023-09-30,Pediatrics,25,12,48.0
2023-09-30,ICU,20,19,95.0
2023-10-01,Emergency,30,25,83.3
2023-10-01,Cardiology,40,28,70.0
2023-10-01,Orthopedics,35,30,85.7
2023-10-01,Neurology,30,21,70.0
2023-10-01,Oncology,45,24,53.3
2023-10-01,General Surgery,50,28,56.0
2023-10-01,Pediatrics,25,21,84.0
2023-10-01,ICU,20,12,60.0
2023-10-02,Emergency,30,24,80.0
2023-10-02,Cardiology,40,25,62.5
2023-10-02,Orthopedics,35,33,94.3
2023-10-02,Neurology,30,18,60.0
2023-10-02,Oncology,45,33,73.3
2023-10-02,General Surgery,50,49,98.0
2023-10-02,Pediatrics,25,12,48.0
2023-10-02,ICU,20,20,100.0
2023-10-03,Emergency,30,26,86.7
2023-10-03,Cardiology,40,38,95.0
2023-10-03,Orthopedics,35,35,100.0
2023-10-03,Neurology,30,22,73.3
2023-10-03,Oncology,45,32,71.1
2023-10-03,General Surgery,50,38,76.0
2023-10-03,Pediatrics,25,19,76.0
2023-10-03,ICU,20,17,85.0
2023-10-04,Emergency,30,23,76.7
2023-10-04,Cardiology,40,32,80.0
2023-10-04,Orthopedics,35,31,88.6
2023-10-04,Neurology,30,18,60.0
2023-10-04,Oncology,45,26,57.8
2023-10-04,General Surgery,50,39,78.0
2023-10-04,Pediatrics,25,16,64.0
2023-10-04,ICU,20,16,80.0
2023-10-05,Emergency,30,24,80.0
2023-10-05,Cardiology,40,24,60.0
2023-10-05,Orthopedics,35,28,80.0
2023-10-05,Neurology,30,21,70.0
2023-10-05,Oncology,45,40,88.9
2023-10-05,General Surgery,50,32,64.0
2023-10-05,Pediatrics,25,21,84.0
2023-10-05,ICU,20,18,90.0
2023-10-06,Emergency,30,17,56.7
2023-10-06,Cardiology,40,36,90.0
2023-10-06,Orthopedics,35,20,57.1
2023-10-06,Neurology,30,19,63.3
2023-10-06,Oncology,45,45,100.0
2023-10-06,General Surgery,50,47,94.0
2023-10-06,Pediatrics,25,13,52.0
2023-10-06,ICU,20,19,95.0
2023-10-07,Emergency,30,19,63.3
2023-10-07,Cardiology,40,34,85.0
2023-10-07,Orthopedics,35,24,68.6
2023-10-07,Neurology,30,25,83.3
2023-10-07,Oncology,45,36,80.0
2023-10-07,General Surgery,50,30,60.0
2023-10-07,Pediatrics,25,23,92.0
2023-10-07,ICU,20,11,55.0
2023-10-08,Emergency,30,22,73.3
2023-10-08,Cardiology,40,22,55.0
2023-10-08,Orthopedics,35,19,54.3
2023-10-08,Neurology,30,27,90.0
2023-10-08,Oncology,45,45,100.0
2023-10-08,General Surgery,50,44,88.0
2023-10-08,Pediatrics,25,12,48.0
2023-10-08,ICU,20,18,90.0
2023-10-09,Emergency,30,22,73.3
2023-10-09,Cardiology,40,21,52.5
2023-10-09,Orthopedics,35,34,97.1
2023-10-09,Neurology,30,23,76.7
2023-10-09,Oncology,45,27,60.0
2023-10-09,General Surgery,50,37,74.0
2023-10-09,Pediatrics,25,23,92.0
2023-10-09,ICU,20,15,75.0
2023-10-10,Emergency,30,29,96.7
2023-10-10,Cardiology,40,20,50.0
2023-10-10,Orthopedics,35,21,60.0
2023-10-10,Neurology,30,27,90.0
2023-10-10,Oncology,45,34,75.6
2023-10-10,General Surgery,50,33,66.0
2023-10-10,Pediatrics,25,12,48.0
2023-10-10,ICU,20,16,80.0
2023-10-11,Emergency,30,30,100.0
2023-10-11,Cardiology,40,26,65.0
2023-10-11,Orthopedics,35,18,51.4
2023-10-11,Neurology,30,19,63.3
2023-10-11,Oncology,45,33,73.3
2023-10-11,General Surgery,50,40,80.0
2023-10-11,Pediatrics,25,14,56.0
2023-10-11,ICU,20,16,80.0
2023-10-12,Emergency,30,16,53.3
2023-10-12,Cardiology,40,30,75.0
2023-10-12,Orthopedics,35,25,71.4
2023-10-12,Neurology,30,23,76.7
2023-10-12,Oncology,45,27,60.0
2023-10-12,General Surgery,50,48,96.0
2023-10-12,Pediatrics,25,13,52.0
2023-10-12,ICU,20,15,75.0
2023-10-13,Emergency,30,25,83.3
2023-10-13,Cardiology,40,30,75.0
2023-10-13,Orthopedics,35,35,100.0
2023-10-13,Neurology,30,22,73.3
2023-10-13,Oncology,45,29,64.4
2023-10-13,General Surgery,50,35,70.0
2023-10-13,Pediatrics,25,21,84.0
2023-10-13,ICU,20,15,75.0
2023-10-14,Emergency,30,23,76.7
2023-10-14,Cardiology,40,39,97.5
2023-10-14,Orthopedics,35,24,68.6
2023-10-14,Neurology,30,20,66.7
2023-10-14,Oncology,45,35,77.8
2023-10-14,General Surgery,50,40,80.0
2023-10-14,Pediatrics,25,16,64.0
2023-10-14,ICU,20,20,100.0
2023-10-15,Emergency,30,28,93.3
2023-10-15,Cardiology,40,27,67.5
2023-10-15,Orthopedics,35,28,80.0
2023-10-15,Neurology,30,18,60.0
2023-10-15,Oncology,45,26,57.8
2023-10-15,General Surgery,50,30,60.0
2023-10-15,Pediatrics,25,15,60.0
2023-10-15,ICU,20,12,60.0
2023-10-16,Emergency,30,28,93.3
2023-10-16,Cardiology,40,20,50.0
2023-10-16,Orthopedics,35,30,85.7
2023-10-16,Neurology,30,24,80.0
2023-10-16,Oncology,45,29,64.4
2023-10-16,General Surgery,50,26,52.0
2023-10-16,Pediatrics,25,19,76.0
2023-10-16,ICU,20,11,55.0
2023-10-17,Emergency,30,17,56.7
2023-10-17,Cardiology,40,29,72.5
2023-10-17,Orthopedics,35,32,91.4
2023-10-17,Neurology,30,22,73.3
2023-10-17,Oncology,45,31,68.9
2023-10-17,General Surgery,50,41,82.0
2023-10-17,Pediatrics,25,17,68.0
2023-10-17,ICU,20,15,75.0
2023-10-18,Emergency,30,25,83.3
2023-10-18,Cardiology,40,37,92.5
2023-10-18,Orthopedics,35,24,68.6
2023-10-18,Neurology,30,21,70.0
2023-10-18,Oncology,45,41,91.1
2023-10-18,General Surgery,50,37,74.0
2023-10-18,Pediatrics,25,12,48.0
2023-10-18,ICU,20,12,60.0
2023-10-19,Emergency,30,30,100.0
2023-10-19,Cardiology,40,38,95.0
2023-10-19,Orthopedics,35,29,82.9
2023-10-19,Neurology,30,25,83.3
2023-10-19,Oncology,45,33,73.3
2023-10-19,General Surgery,50,44,88.0
2023-10-19,Pediatrics,25,13,52.0
2023-10-19,ICU,20,16,80.0
2023-10-20,Emergency,30,30,100.0
2023-10-20,Cardiology,40,40,100.0
2023-10-20,Orthopedics,35,31,88.6
2023-10-20,Neurology,30,29,96.7
2023-10-20,Oncology,45,22,48.9
2023-10-20,General Surgery,50,45,90.0
2023-10-20,Pediatrics,25,13,52.0
2023-10-20,ICU,20,13,65.0
2023-10-21,Emergency,30,20,66.7
2023-10-21,Cardiology,40,38,95.0
2023-10-21,Orthopedics,35,23,65.7
2023-10-21,Neurology,30,19,63.3
2023-10-21,Oncology,45,41,91.1
2023-10-21,General Surgery,50,39,78.0
2023-10-21,Pediatrics,25,16,64.0
2023-10-21,ICU,20,14,70.0
2023-10-22,Emergency,30,29,96.7
2023-10-22,Cardiology,40,36,90.0
2023-10-22,Orthopedics,35,22,62.9
2023-10-22,Neurology,30,25,83.3
2023-10-22,Oncology,45,30,66.7
2023-10-22,General Surgery,50,28,56.0
2023-10-22,Pediatrics,25,13,52.0
2023-10-22,ICU,20,20,100.0
2023-10-23,Emergency,30,15,50.0
2023-10-23,Cardiology,40,30,75.0
2023-10-23,Orthopedics,35,26,74.3
2023-10-23,Neurology,30,17,56.7
2023-10-23,Oncology,45,35,77.8
2023-10-23,General Surgery,50,29,58.0
2023-10-23,Pediatrics,25,15,60.0
2023-10-23,ICU,20,11,55.0
2023-10-24,Emergency,30,24,80.0
2023-10-24,Cardiology,40,26,65.0
2023-10-24,Orthopedics,35,20,57.1
2023-10-24,Neurology,30,20,66.7
2023-10-24,Oncology,45,27,60.0
2023-10-24,General Surgery,50,33,66.0
2023-10-24,Pediatrics,25,16,64.0
2023-10-24,ICU,20,11,55.0
2023-10-25,Emergency,30,18,60.0
2023-10-25,Cardiology,40,29,72.5
2023-10-25,Orthopedics,35,22,62.9
2023-10-25,Neurology,30,19,63.3
2023-10-25,Oncology,45,23,51.1
2023-10-25,General Surgery,50,35,70.0
2023-10-25,Pediatrics,25,19,76.0
2023-10-25,ICU,20,16,80.0
2023-10-26,Emergency,30,27,90.0
2023-10-26,Cardiology,40,31,77.5
2023-10-26,Orthopedics,35,31,88.6
2023-10-26,Neurology,30,29,96.7
2023-10-26,Oncology,45,29,64.4
2023-10-26,General Surgery,50,29,58.0
2023-10-26,Pediatrics,25,18,72.0
2023-10-26,ICU,20,14,70.0
2023-10-27,Emergency,30,20,66.7
2023-10-27,Cardiology,40,34,85.0
2023-10-27,Orthopedics,35,28,80.0
2023-10-27,Neurology,30,25,83.3
2023-10-27,Oncology,45,22,48.9
2023-10-27,General Surgery,50,34,68.0
2023-10-27,Pediatrics,25,22,88.0
2023-10-27,ICU,20,20,100.0
2023-10-28,Emergency,30,30,100.0
2023-10-28,Cardiology,40,32,80.0
2023-10-28,Orthopedics,35,31,88.6
2023-10-28,Neurology,30,25,83.3
2023-10-28,Oncology,45,40,88.9
2023-10-28,General Surgery,50,43,86.0
2023-10-28,Pediatrics,25,20,80.0
2023-10-28,ICU,20,19,95.0
2023-10-29,Emergency,30,19,63.3
2023-10-29,Cardiology,40,30,75.0
2023-10-29,Orthopedics,35,29,82.9
2023-10-29,Neurology,30,18,60.0
2023-10-29,Oncology,45,28,62.2
2023-10-29,General Surgery,50,44,88.0
2023-10-29,Pediatrics,25,13,52.0
2023-10-29,ICU,20,18,90.0
2023-10-30,Emergency,30,20,66.7
2023-10-30,Cardiology,40,24,60.0
2023-10-30,Orthopedics,35,30,85.7
2023-10-30,Neurology,30,19,63.3
2023-10-30,Oncology,45,43,95.6
2023-10-30,General Surgery,50,36,72.0
2023-10-30,Pediatrics,25,19,76.0
2023-10-30,ICU,20,13,65.0
2023-10-31,Emergency,30,17,56.7
2023-10-31,Cardiology,40,30,75.0
2023-10-31,Orthopedics,35,20,57.1
2023-10-31,Neurology,30,23,76.7
2023-10-31,Oncology,45,32,71.1
2023-10-31,General Surgery,50,29,58.0
2023-10-31,Pediatrics,25,22,88.0
2023-10-31,ICU,20,17,85.0
2023-11-01,Emergency,30,24,80.0
2023-11-01,Cardiology,40,22,55.0
2023-11-01,Orthopedics,35,25,71.4
2023-11-01,Neurology,30,19,63.3
2023-11-01,Oncology,45,25,55.6
2023-11-01,General Surgery,50,34,68.0
2023-11-01,Pediatrics,25,23,92.0
2023-11-01,ICU,20,16,80.0
2023-11-02,Emergency,30,22,73.3
2023-11-02,Cardiology,40,38,95.0
2023-11-02,Orthopedics,35,23,65.7
2023-11-02,Neurology,30,23,76.7
2023-11-02,Oncology,45,36,80.0
2023-11-02,General Surgery,50,40,80.0
2023-11-02,Pediatrics,25,24,96.0
2023-11-02,ICU,20,11,55.0
2023-11-03,Emergency,30,19,63.3
2023-11-03,Cardiology,40,38,95.0
2023-11-03,Orthopedics,35,24,68.6
2023-11-03,Neurology,30,20,66.7
2023-11-03,Oncology,45,22,48.9
2023-11-03,General Surgery,50,38,76.0
2023-11-03,Pediatrics,25,19,76.0
2023-11-03,ICU,20,14,70.0
2023-11-04,Emergency,30,22,73.3
2023-11-04,Cardiology,40,39,97.5
2023-11-04,Orthopedics,35,27,77.1
2023-11-04,Neurology,30,25,83.3
2023-11-04,Oncology,45,23,51.1
2023-11-04,General Surgery,50,28,56.0
2023-11-04,Pediatrics,25,22,88.0
2023-11-04,ICU,20,20,100.0
2023-11-05,Emergency,30,25,83.3
2023-11-05,Cardiology,40,35,87.5
2023-11-05,Orthopedics,35,31,88.6
2023-11-05,Neurology,30,22,73.3
2023-11-05,Oncology,45,42,93.3
2023-11-05,General Surgery,50,48,96.0
2023-11-05,Pediatrics,25,22,88.0
2023-11-05,ICU,20,19,95.0
2023-11-06,Emergency,30,19,63.3
2023-11-06,Cardiology,40,38,95.0
2023-11-06,Orthopedics,35,27,77.1
2023-11-06,Neurology,30,23,76.7
2023-11-06,Oncology,45,43,95.6
2023-11-06,General Surgery,50,36,72.0
2023-11-06,Pediatrics,25,16,64.0
2023-11-06,ICU,20,16,80.0
2023-11-07,Emergency,30,23,76.7
2023-11-07,Cardiology,40,33,82.5
2023-11-07,Orthopedics,35,19,54.3
2023-11-07,Neurology,30,16,53.3
2023-11-07,Oncology,45,44,97.8
2023-11-07,General Surgery,50,35,70.0
2023-11-07,Pediatrics,25,21,84.0
2023-11-07,ICU,20,17,85.0
2023-11-08,Emergency,30,27,90.0
2023-11-08,Cardiology,40,20,50.0
2023-11-08,Orthopedics,35,25,71.4
2023-11-08,Neurology,30,19,63.3
2023-11-08,Oncology,45,35,77.8
2023-11-08,General Surgery,50,44,88.0
2023-11-08,Pediatrics,25,19,76.0
2023-11-08,ICU,20,12,60.0
2023-11-09,Emergency,30,22,73.3
2023-11-09,Cardiology,40,23,57.5
2023-11-09,Orthopedics,35,21,60.0
2023-11-09,Neurology,30,29,96.7
2023-11-09,Oncology,45,24,53.3
2023-11-09,General Surgery,50,38,76.0
2023-11-09,Pediatrics,25,16,64.0
2023-11-09,ICU,20,12,60.0
2023-11-10,Emergency,30,30,100.0
2023-11-10,Cardiology,40,38,95.0
2023-11-10,Orthopedics,35,23,65.7
2023-11-10,Neurology,30,16,53.3
2023-11-10,Oncology,45,38,84.4
2023-11-10,General Surgery,50,32,64.0
2023-11-10,Pediatrics,25,25,100.0
2023-11-10,ICU,20,12,60.0
2023-11-11,Emergency,30,26,86.7
2023-11-11,Cardiology,40,24,60.0
2023-11-11,Orthopedics,35,28,80.0
2023-11-11,Neurology,30,21,70.0
2023-11-11,Oncology,45,29,64.4
2023-11-11,General Surgery,50,32,64.0
2023-11-11,Pediatrics,25,12,48.0
2023-11-11,ICU,20,20,100.0
2023-11-12,Emergency,30,30,100.0
2023-11-12,Cardiology,40,26,65.0
2023-11-12,Orthopedics,35,33,94.3
2023-11-12,Neurology,30,20,66.7
2023-11-12,Oncology,45,23,51.1
2023-11-12,General Surgery,50,25,50.0
2023-11-12,Pediatrics,25,22,88.0
2023-11-12,ICU,20,15,75.0
2023-11-13,Emergency,30,21,70.0
2023-11-13,Cardiology,40,32,80.0
2023-11-13,Orthopedics,35,28,80.0
2023-11-13,Neurology,30,25,83.3
2023-11-13,Oncology,45,24,53.3
2023-11-13,General Surgery,50,43,86.0
2023-11-13,Pediatrics,25,25,100.0
2023-11-13,ICU,20,15,75.0
2023-11-14,Emergency,30,26,86.7
2023-11-14,Cardiology,40,39,97.5
2023-11-14,Orthopedics,35,19,54.3
2023-11-14,Neurology,30,22,73.3
2023-11-14,Oncology,45,36,80.0
2023-11-14,General Surgery,50,32,64.0
2023-11-14,Pediatrics,25,20,80.0
2023-11-14,ICU,20,15,75.0
2023-11-15,Emergency,30,26,86.7
2023-11-15,Cardiology,40,33,82.5
2023-11-15,Orthopedics,35,33,94.3
2023-11-15,Neurology,30,25,83.3
2023-11-15,Oncology,45,28,62.2
2023-11-15,General Surgery,50,36,72.0
2023-11-15,Pediatrics,25,17,68.0
2023-11-15,ICU,20,13,65.0
2023-11-16,Emergency,30,25,83.3
2023-11-16,Cardiology,40,22,55.0
2023-11-16,Orthopedics,35,30,85.7
2023-11-16,Neurology,30,26,86.7
2023-11-16,Oncology,45,40,88.9
2023-11-16,General Surgery,50,34,68.0
2023-11-16,Pediatrics,25,12,48.0
2023-11-16,ICU,20,14,70.0
2023-11-17,Emergency,30,15,50.0
2023-11-17,Cardiology,40,40,100.0
2023-11-17,Orthopedics,35,31,88.6
2023-11-17,Neurology,30,24,80.0
2023-11-17,Oncology,45,23,51.1
2023-11-17,General Surgery,50,33,66.0
2023-11-17,Pediatrics,25,25,100.0
2023-11-17,ICU,20,13,65.0
2023-11-18,Emergency,30,16,53.3
2023-11-18,Cardiology,40,20,50.0
2023-11-18,Orthopedics,35,26,74.3
2023-11-18,Neurology,30,17,56.7
2023-11-18,Oncology,45,26,57.8
2023-11-18,General Surgery,50,33,66.0
2023-11-18,Pediatrics,25,16,64.0
2023-11-18,ICU,20,17,85.0
2023-11-19,Emergency,30,29,96.7
2023-11-19,Cardiology,40,38,95.0
2023-11-19,Orthopedics,35,35,100.0
2023-11-19,Neurology,30,22,73.3
2023-11-19,Oncology,45,24,53.3
2023-11-19,General Surgery,50,33,66.0
2023-11-19,Pediatrics,25,16,64.0
2023-11-19,ICU,20,19,95.0
2023-11-20,Emergency,30,26,86.7
2023-11-20,Cardiology,40,33,82.5
2023-11-20,Orthopedics,35,28,80.0
2023-11-20,Neurology,30,30,100.0
2023-11-20,Oncology,45,44,97.8
2023-11-20,General Surgery,50,46,92.0
2023-11-20,Pediatrics,25,16,64.0
2023-11-20,ICU,20,19,95.0
2023-11-21,Emergency,30,25,83.3
2023-11-21,Cardiology,40,33,82.5
2023-11-21,Orthopedics,35,25,71.4
2023-11-21,Neurology,30,16,53.3
2023-11-21,Oncology,45,29,64.4
2023-11-21,General Surgery,50,47,94.0
2023-11-21,Pediatrics,25,21,84.0
2023-11-21,ICU,20,11,55.0
2023-11-22,Emergency,30,23,76.7
2023-11-22,Cardiology,40,38,95.0
2023-11-22,Orthopedics,35,24,68.6
2023-11-22,Neurology,30,24,80.0
2023-11-22,Oncology,45,28,62.2
2023-11-22,General Surgery,50,38,76.0
2023-11-22,Pediatrics,25,15,60.0
2023-11-22,ICU,20,19,95.0
2023-11-23,Emergency,30,27,90.0
2023-11-23,Cardiology,40,21,52.5
2023-11-23,Orthopedics,35,22,62.9
2023-11-23,Neurology,30,16,53.3
2023-11-23,Oncology,45,42,93.3
2023-11-23,General Surgery,50,50,100.0
2023-11-23,Pediatrics,25,14,56.0
2023-11-23,ICU,20,12,60.0
2023-11-24,Emergency,30,27,90.0
2023-11-24,Cardiology,40,40,100.0
2023-11-24,Orthopedics,35,19,54.3
2023-11-24,Neurology,30,20,66.7
2023-11-24,Oncology,45,39,86.7
2023-11-24,General Surgery,50,40,80.0
2023-11-24,Pediatrics,25,17,68.0
2023-11-24,ICU,20,18,90.0
2023-11-25,Emergency,30,24,80.0
2023-11-25,Cardiology,40,25,62.5
2023-11-25,Orthopedics,35,24,68.6
2023-11-25,Neurology,30,16,53.3
2023-11-25,Oncology,45,34,75.6
2023-11-25,General Surgery,50,30,60.0
2023-11-25,Pediatrics,25,18,72.0
2023-11-25,ICU,20,18,90.0
2023-11-26,Emergency,30,27,90.0
2023-11-26,Cardiology,40,32,80.0
2023-11-26,Orthopedics,35,20,57.1
2023-11-26,Neurology,30,28,93.3
2023-11-26,Oncology,45,24,53.3
2023-11-26,General Surgery,50,41,82.0
2023-11-26,Pediatrics,25,21,84.0
2023-11-26,ICU,20,19,95.0
2023-11-27,Emergency,30,26,86.7
2023-11-27,Cardiology,40,39,97.5
2023-11-27,Orthopedics,35,22,62.9
2023-11-27,Neurology,30,26,86.7
2023-11-27,Oncology,45,27,60.0
2023-11-27,General Surgery,50,40,80.0
2023-11-27,Pediatrics,25,13,52.0
2023-11-27,ICU,20,10,50.0
2023-11-28,Emergency,30,29,96.7
2023-11-28,Cardiology,40,38,95.0
2023-11-28,Orthopedics,35,34,97.1
2023-11-28,Neurology,30,24,80.0
2023-11-28,Oncology,45,34,75.6
2023-11-28,General Surgery,50,32,64.0
2023-11-28,Pediatrics,25,13,52.0
2023-11-28,ICU,20,18,90.0
2023-11-29,Emergency,30,20,66.7
2023-11-29,Cardiology,40,20,50.0
2023-11-29,Orthopedics,35,33,94.3
2023-11-29,Neurology,30,19,63.3
2023-11-29,Oncology,45,44,97.8
2023-11-29,General Surgery,50,39,78.0
2023-11-29,Pediatrics,25,12,48.0
2023-11-29,ICU,20,20,100.0
2023-11-30,Emergency,30,21,70.0
2023-11-30,Cardiology,40,32,80.0
2023-11-30,Orthopedics,35,31,88.6
2023-11-30,Neurology,30,20,66.7
2023-11-30,Oncology,45,41,91.1
2023-11-30,General Surgery,50,25,50.0
2023-11-30,Pediatrics,25,24,96.0
2023-11-30,ICU,20,18,90.0
2023-12-01,Emergency,30,22,73.3
2023-12-01,Cardiology,40,24,60.0
2023-12-01,Orthopedics,35,35,100.0
2023-12-01,Neurology,30,27,90.0
2023-12-01,Oncology,45,32,71.1
2023-12-01,General Surgery,50,29,58.0
2023-12-01,Pediatrics,25,12,48.0
2023-12-01,ICU,20,14,70.0
2023-12-02,Emergency,30,16,53.3
2023-12-02,Cardiology,40,37,92.5
2023-12-02,Orthopedics,35,31,88.6
2023-12-02,Neurology,30,16,53.3
2023-12-02,Oncology,45,44,97.8
2023-12-02,General Surgery,50,49,98.0
2023-12-02,Pediatrics,25,18,72.0
2023-12-02,ICU,20,10,50.0
2023-12-03,Emergency,30,19,63.3
2023-12-03,Cardiology,40,38,95.0
2023-12-03,Orthopedics,35,32,91.4
2023-12-03,Neurology,30,15,50.0
2023-12-03,Oncology,45,32,71.1
2023-12-03,General Surgery,50,36,72.0
2023-12-03,Pediatrics,25,21,84.0
2023-12-03,ICU,20,15,75.0
2023-12-04,Emergency,30,30,100.0
2023-12-04,Cardiology,40,26,65.0
2023-12-04,Orthopedics,35,34,97.1
2023-12-04,Neurology,30,18,60.0
2023-12-04,Oncology,45,34,75.6
2023-12-04,General Surgery,50,45,90.0
2023-12-04,Pediatrics,25,16,64.0
2023-12-04,ICU,20,16,80.0
2023-12-05,Emergency,30,29,96.7
2023-12-05,Cardiology,40,29,72.5
2023-12-05,Orthopedics,35,34,97.1
